,id,zip,file name,entry,Description,CPV,URI
2069,2069,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221012_040115_2.atom,211,"Servicios de vigilancia y seguridad necesarios para llevar a cabo los espectáculos que se celebrarán en los tinglados del Puerto Sevilla, en Factoría Cultural, Hotel Triana, en el Parque de San Jerónimo y en la Iglesia San Luis de los Franceses que forman parte de la programación oficial de la XXII Bienal de Flamenco de Sevilla, durante el periodo que abarca del día 8 de septiembre al 1 de Octubre  del 2022","['[79710000, 79714000]']",https://contrataciondelestado.es/wps/wcm/connect/2efdceff-3375-42ff-853e-61af2f41171a/DOC20220816134343condiciones+administrativas.pdf?MOD=AJPERES
2070,2070,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221012_040115_2.atom,149,"Mantenimiento de los sistemas de protección activa contra incendios y de los sistemas de detección de CO y extracción forzada en garajes de los edificios municipales de Alcobendas, durante los meses de octubre y noviembre.",['50413200.0'],https://contrataciondelestado.es/wps/wcm/connect/8e056975-5acc-47ee-889b-919c072bf76f/DOC2022101110164723+INFORME+TECNICO.pdf?MOD=AJPERES
2071,2071,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221012_040115_2.atom,59,"Servicios de redacción de proyecto, dirección de las obras y coordinación de seguridad y salud para la ejecución de una nueva rotonda en la intersección entre la ronda Estació, la ronda de Na de Haros y la calle Ametllers  ","['[71242000, 71317200, 71540000]']",https://contrataciondelestado.es/wps/wcm/connect/4c5b87a3-fa97-48e3-b7c0-468d4f9413ed/DOC202209231125482022_021CM+Inici_expedient.pdf?MOD=AJPERES
2072,2072,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221014_040054_1.atom,91,"Engalanamiento lumínico de la Plaza de España, precisando montaje e instalación de cuadro para la conexión de los elementos lumínicos decorativos de escenario, así como las certificaciones y gestiones necesarias para acometer la actividad ""Velá 2022"".",['50116100.0'],https://contrataciondelestado.es/wps/wcm/connect/cd1e5b2a-daba-4506-8683-ae7d0c18f409/DOC202210130843151665643394331_Informe_de_Alcaldia.pdf?MOD=AJPERES
2073,2073,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221014_040054.atom,293,"Obras de ejecución de Tratamientos Selvícolas de Almodóvar del Pinar, Ejecución de obras de tratamientos selvícolas en Polígono 27 TM Almodóvar del Pinar, Ejecución de obras de tratamientos selvícolas en Polígono 27 TM Almodóvar del Pinar",['45111213.0'],https://contrataciondelestado.es/wps/wcm/connect/34067a61-45cc-45da-9979-7aeace113530/DOC20221013090910PPT+Y+PCAP.pdf?MOD=AJPERES
2078,2078,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221015_040051_3.atom,364,"Suministro e instalación, en el depósito que no tiene la instalación necesaria para medir cloro, de un panel dosificador para realizar mediciones de cloro junto con la red de tuberías necesarias, bomba dosificadora de cloro y la bomba de recirculación de agua del depósito ubicado en la azotea de la planta 17 del edificio de Paseo del Prado 18-20 de Madrid.",['42122100.0'],https://contrataciondelestado.es/wps/wcm/connect/650b5590-b345-430b-be24-e0e2fe422142/DOC20220929080732MJ+Panel+multiparametrico.pdf?MOD=AJPERES
2079,2079,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221015_040051_3.atom,312,"Adaptación de modelos de documentos para expediente de contratación en el marco del Plan de Recuperación, Transformación y Resiliencia financiado por fondos NGEU, y redacción de documentación de expediente de contratación pública.",['79131000.0'],https://contrataciondelestado.es/wps/wcm/connect/e7d49b33-02f6-42f3-89a2-96fc43d99222/DOC20220418120626NGEU+LAFORET+MEMORIA+TCA.pdf?MOD=AJPERES
2080,2080,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221015_040051_3.atom,265,"Servicios de asesoría en contratación publica expediente para contratación de la conservación, mantenimiento de instalaciones semafóricas, sistema TVCC de Tráfico y centro de control de la ciudad de Alcobendas.",['75112100.0'],https://contrataciondelestado.es/wps/wcm/connect/70d14830-9b09-4d7e-a759-c44a2dc38d07/DOC20220729113510037+MEMORIA+TCA+SEMAFORICAS.pdf?MOD=AJPERES
2083,2083,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221015_040051_1.atom,85,"Contrato Menor de  Servicio de Trabajos de Redacción de Proyecto de Expropiación de terrenos para la Ejecución de camino de conexión de emergencia entre las áreas industriales de El Oliveral y Casanova, fase I y las Obras de saneamiento y depuración de El Oliveral (ampliación de la EDAR de SETRECE). ","['[71245000, 71242000]']",https://contrataciondelestado.es/wps/wcm/connect/4ca49e50-ef6f-49b8-88ab-0551c084dd01/DOC2022092112055003_Memoria+Justificativa.pdf?MOD=AJPERES
2084,2084,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221015_040051.atom,498,"Contratación servicio de campaña de difusión de la marca Alimentos de Extremadura a través de Eventos Gastronómicos en los establecimientos de HISPANIA LONDRES Y BRUSELAS 2021, integrando criterios de publicidad responsable",['79900000.0'],https://contrataciondelestado.es/wps/wcm/connect/409dade2-8411-47cc-baaf-a30ab8b10451/DOC20220929134149EASP22+050+PCAP.pdf?MOD=AJPERES
2085,2085,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221015_040051.atom,384,"Servicio de mantenimiento preventivo de los sistemas y equipos electro médicos de los buques de la Base de Rota: Fragata Navarra (F-85), B.A.A. Castilla (L-52), Fragata Sta. María (F-81), Fragata
Canarias (F-86).",['50421000.0'],https://contrataciondelestado.es/wps/wcm/connect/b8bb16a7-15a2-405f-9468-e98bbd48b8fb/DOC20221006135338DECLARACION+RESPONSABLE+SERVICIOS+Y+OBRAS.pdf?MOD=AJPERES
2086,2086,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221018_111927_5.atom,251,"Contratación de una entidad o empresa para la grabación de tres videoclips musicales para la promoción de la música joven local, en el marco del proyecto Dinamomusic de la Delegación de Juventud, aprobado por acuerdo 691/22, de 27 de junio, de Junta de Gobierno Local.",['98000000.0'],https://contrataciondelestado.es/wps/wcm/connect/d2ce7f4b-240c-4f1c-81ef-472f79e49e1d/DOC2022092811045002+MEMORIA+JUSTIF.pdf?MOD=AJPERES
2087,2087,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221019_040053_3.atom,182,"contratar al concertista de piano flamenco Pedro Ricardo Miño Bastos para el concierto de la Banda Sinfónica Municipal de Sevilla el 21 de julio de 2022, en el acto de apertura de la Velá de Santa Ana 2022",['92310000.0'],https://contrataciondelestado.es/wps/wcm/connect/dc21cbd3-d107-4d86-9ec7-5becc7a80a8b/DOC202210181022153+CONDICIONES+ADMVAS+CORREGUIDAreport.pdf?MOD=AJPERES
2088,2088,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221019_040053.atom,338,"Obras para la disminución de la densidad de arbolado y mejora de la estructura en rodales de pinar del monte de utilidad pública 427 mediante clareos y claras no comerciales y adecuación de accesos, término municipal de Muniesa (Teruel)","['[45100000, 77200000]']",https://contrataciondelestado.es/wps/wcm/connect/e27be2b8-3919-4845-8b8b-9f6afe08e9bc/DOC20220915100256TF23746_PCAP_.pdf?MOD=AJPERES
2089,2089,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221019_040053.atom,302,"El servicio objeto del presente contrato consiste en establecer un servicio de formación, asesoramiento, creación y facilitación de recursos para la promoción de la igualdad y contra la violencia de género en los Centros Públicos de Educación de Personas Adultas de la Comunidad Autónoma de Aragón. ",['80000000.0'],https://contrataciondelestado.es/wps/wcm/connect/6d651eef-d62f-4bd3-ae0f-85f7b94a06ba/DOC20220927110759PCAP+EPA+.pdf?MOD=AJPERES
2090,2090,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_8.atom,477,"el servicio de vigilancia y seguridad del Centro de Exposiciones,
Ferias y Convenciones de Córdoba, en adelante CEFC, durante la actividad ferial,
congresual, cultural o de otro tipo, según calendario de actividades previsto.","['[79710000, 79713000, 79714000]']",https://contrataciondelestado.es/wps/wcm/connect/393dac2e-3739-477f-8536-80bac60ff30f/DOC20221005100737Memoria+justificativa+contrato+menor+VIGILANC+FIRMADA.pdf?MOD=AJPERES
2091,2091,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_8.atom,52,"Redacción de Pliegos para diversos Contratos relativos a actuaciones incluidas en la Estrategia DUSI de Adra"". Contrato incluido en la Estrategia de Desarrollo Sostenible e Integrado (EDUSI) del Ayuntamiento de Adra, cofinanciada en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER). ",['79420000.0'],https://contrataciondelestado.es/wps/wcm/connect/85288a8f-ac4a-4307-9ba2-7a4e4c6c5d53/DOC20221019103203DOCUMENTO++NO+PLIEGOS+EN+CONTRATOS+MENORES.pdf?MOD=AJPERES
2092,2092,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_7.atom,341,"'Suministro e implantación de un Portal de Gestión de Espacios Municipales' incluido en la Estrategia de Desarrollo Urbano Sostenible e Integrado (EDUSI) 'Alcázar de San Juan, un modelo de ciudad para el siglo XXI'; cofinanciada por el Fondo Europeo de Desarrollo Regional (FEDER) dentro del Plan Operativo Plurirregional de España para el periodo 2014-2020.","['[72400000, 48000000]']",https://contrataciondelestado.es/wps/wcm/connect/8b44de32-a0c2-43ae-a1e3-629e5c34ea53/DOC20220519123007MODELO+SOLICITUD+OFERTAS.pdf?MOD=AJPERES
2093,2093,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_7.atom,34,"Servicio de traslado en autobús, visita guiada y visita guiada teatralizada para excursión organizada por la concejalía de Cultura del Ayuntamiento de Calp a Alcoi con motivo de la festividad de ""Tots Sants""","['[63513000, 92312240, 34121000, 63514000, 79998000, 92312000, 92300000]']",https://contrataciondelestado.es/wps/wcm/connect/df8216da-ddef-4ded-86b6-135098d39b71/DOC20220930100441IS.pdf?MOD=AJPERES
2094,2094,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_4.atom,204,Redacción de proyecto y estudio de Seguridad en instalación  de equipamiento de la red de comunicaciones de los Hogares de personas mayores  en la provincia de Zaragoza del Instituto Aragonés de Servicios Sociales,['71000000.0'],https://contrataciondelestado.es/wps/wcm/connect/7ac140f6-ea18-40ae-a321-36550a5639f6/DOC20220923131414PPT+Proyecto+Red+Comunicaciones+Hogares+DPZA+Zaragoza_csv.pdf?MOD=AJPERES
2095,2095,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_4.atom,104,"Coordinación de seguridad y salud para el contrato de explotación, mantenimiento y conservación de las presas de Cancho del Fresno, Ruecas, Sierra Brava, Gargáligas, Cubilar, Azud de Ruecas, Alcollarín y Búrdalo
",['71317200.0'],https://contrataciondelestado.es/wps/wcm/connect/a5cd1a99-d2c3-4f36-b062-43e3a4b3b74e/DOC20221007133246PCAP+MENOR.pdf?MOD=AJPERES
2096,2096,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_4.atom,96,Renovación de la iluminación interior e implantación de energía renovable para autoconsumo eléctrico y domótica. Programa Operativo Plurirregional de España  POPE 2014-2020. Edusi Fuengirola mas cuidad cofinanciado  en un 80 % por Fondo Europeo De Desarrollo Regional.,"['[9332000, 31500000, 30232700, 9331200, 45310000, 31520000]']",https://contrataciondelestado.es/wps/wcm/connect/e127da22-652f-499d-aa72-cff709391954/DOC20221005143828Informe-Propuesta_Contratacion_Menor-47.pdf?MOD=AJPERES
2097,2097,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_3.atom,124,Servicios docentes para impartir el módulo MF0977_2 “Lengua extranjera profesional para la gestión administrativa en la relación con el cliente” del certificado de profesionalidad ADGG0208 “ACTIVIDADES ADMINISTRATIVAS EN RELACIÓN CON EL CLIENTE”,['80580000.0'],https://contrataciondelestado.es/wps/wcm/connect/7a188a98-2afb-42c6-87f5-28ef36833fe0/DOC20220908083652menor+serveis+42022+signat.pdf?MOD=AJPERES
2098,2098,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221021_121515_1.atom,73,"Mejora geométrica y replanteo de las líneas límite de términos municipales de la provincia de Teruel, sobre los que se apoyan Montes de Utilidad Pública del entorno del término municipal de Calamocha, y que facilitarán el deslinde administrativo de los MUP",['71356200.0'],https://contrataciondelestado.es/wps/wcm/connect/2731fd65-3e4f-4906-a085-632505d62ae3/DOC20220927085314TF23761+PCAP.pdf?MOD=AJPERES
2105,2105,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221025_040100_1.atom,310," Contrato para el servicio de catering para la presentación de la plataforma digital para mayores el día 27 de octubre en el Palacio de la Paz de Fuengirola, para los usuarios del Área de Tercera Edad.","['[55521200, 55520000]']",https://contrataciondelestado.es/wps/wcm/connect/3aa71818-7e22-4ab8-8b22-52f16cf79303/DOC20221005132509Informe-Propuesta_Contratacion_Menor-51.pdf?MOD=AJPERES
2106,2106,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221025_040100_1.atom,138,"Piloto de homologación del título de director de ciberseguridad privada/RSI-Responsable de seguridad de la información conforme al NIS, ENS y C4V para organizaciones del sector privado que presten servicios a entidades públicas. MRR(C15.I7)",['72000000.0'],https://contrataciondelestado.es/wps/wcm/connect/2f04212d-0c29-4427-ab1c-3362d3dd0c13/DOC20220919143540Requisitos+tecnicos.pdf?MOD=AJPERES
2108,2108,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221026_040056_3.atom,136,"Contrato menor de servicio 'Plataforma de participación ciudadana' incluido en la Estrategia de Desarrollo Urbano Sostenible e Integrado (EDUSI), Alcázar de San Juan, un modelo de ciudad para el siglo XXI, cofinanciada por el Fondo Europeo de Desarrollo Regional (FEDER) dentro del Plan Operativo Plurirregional de España POPE para el periodo 2014-2020",['72210000.0'],https://contrataciondelestado.es/wps/wcm/connect/b31ebe41-af44-4fb0-b5b3-b395a544d5c8/DOC20220922091406MODELO+SOLICITUD+OFERTAS.pdf?MOD=AJPERES
2110,2110,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221026_040056_2.atom,172,"Contrato menor de servicio 'Asistencia técnica y consultoría para el análisis de necesidades y definición del sistema CCTV que permita estudiar la movilidad en la trama urbana y la videovigilancia', incluido en la Estrategia de Desarrollo Urbano Sostenible e Integrado (EDUSI) 'Alcázar de San Juan, un modelo de ciudad para el siglo XXI'; cofinanciada por el Fondo Europeo de Desarrollo Regional (FEDER) dentro del Plan Operativo Plurirregional de España para el periodo 2014-2020",['72220000.0'],https://contrataciondelestado.es/wps/wcm/connect/f7f80d8c-655c-4e6b-8e6d-626eedd1ea83/DOC20220922133330MODELO+SOLICITUD+OFERTAS.pdf?MOD=AJPERES
2111,2111,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221026_040056_2.atom,98,Contratación de actuación musical de la artista local Anabel Conde con ocasión de la Fiesta del Otoño en el Palacio de la Paz de Fuengirola para los usuarios del Área de Tercera Edad de la Concejalía de Bienestar Social y Familias,['92312000.0'],https://contrataciondelestado.es/wps/wcm/connect/584ec1fe-2c3b-4efb-8704-b233f00a239b/DOC20221005134216Informe-Propuesta_Contratacion_Menor-53.pdf?MOD=AJPERES
2114,2114,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221027_040055_4.atom,364,"Servicio de toma de muestras para la realización de análisis de control de dopaje dentro del Plan de Distribución de Controles de la Agencia Española de Protección de la Salud en el Deporte (AEPSAD) ZONA B (Cataluña, Aragón, C. Valenciana, Murcia y Baleares)",['85141000.0'],https://contrataciondelestado.es/wps/wcm/connect/b52774fc-5da3-47e5-84de-81126ca5766d/DOC20211214114222Toma_muestra_zona+B.pdf?MOD=AJPERES
2116,2116,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221027_040055_4.atom,97,Redacción del Proyecto y Estudio de Seguridad en Instalación de Equipamiento de la Red de Comunicaciones de los Hogares de Personas Mayores del Instituto Aragonés de Servicios Sociales en la Provincia de Teruel,['71000000.0'],https://contrataciondelestado.es/wps/wcm/connect/8b137ac7-6f96-467d-9ccb-64f9da99c33f/DOC20221004123700PPT+Proyecto+Red+Comunicaciones+Hogares+F.pdf?MOD=AJPERES
2117,2117,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221027_040055.atom,332,"Mantenimiento preventivo de los Sistemas de Alimentación Ininterrumpida (SAI) en el edificio del Ayuntamiento y en los edificios Base de la Policía Local hasta la entrada en vigor de la licitación de los servicios de mantenimiento preventivo, Técnico-Legal, predictivo, correctivo y de oportunidad de los equipos e instalaciones ubicadas en edificios municipales del Ayto. de Alcobendas y sus patronatos.",['50711000.0'],https://contrataciondelestado.es/wps/wcm/connect/0c24e5cf-2b7c-4a30-b3a7-92bcf4c945cf/DOC2022062114375915+Informe+Tecnico.pdf?MOD=AJPERES
2119,2119,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221028_040053_1.atom,208,Redacción del proyecto y estudio de seguridad en instalación de equipamiento de la red de comunicaciones de los Hogares de Personas Mayores en la provincia de Huesca del Instituto Aragonés de Servicios Sociales,"['[71310000, 71315000, 71242000]']",https://contrataciondelestado.es/wps/wcm/connect/1ae802d2-9888-4735-8ba3-f8fd21d14048/DOC20220928090526Pliego+-+Proyecto+cableado+Hogares+Huesca.pdf?MOD=AJPERES
2120,2120,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221028_040053_1.atom,101,"Redacción del proyecto, dirección de obras y coordinación de seguridad y salud durante la ejecución de la misma, para la obra de mantenimiento y reforma de la Plaza Virgen del Rosario, incluida en el Programa de Empleo y Apoyo Empresarial (PEAE 2º Convocatoria) de la Diputación de Sevilla.",['71000000.0'],https://contrataciondelestado.es/wps/wcm/connect/e443f79e-c398-447f-9c20-e1c1bec5a339/DOC202210140928581665732536739_Resoluci_n_aprobando_documento_d.pdf?MOD=AJPERES
2122,2122,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221029_040100.atom,312,"Asistencia técnica en el diseño organizativo y de espacios del Centro de orientación, emprendimiento, acompañamiento e innovación en el empleo de Aragón en el marco del Plan de Recuperación, Transformación y Resiliciencia (PRTR)
",['71320000.0'],https://contrataciondelestado.es/wps/wcm/connect/2e6161fc-5d5d-494d-9c06-0eb1a2ec7149/DOC20221018125509PCAP+COE.pdf?MOD=AJPERES
2123,2123,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221030_040044.atom,469,"Determinar las condiciones de suministro de señales o cartelería rotulada con vinilo, de diferentes tamaños, y rotulación de vinilo, para la conservación, adecuado uso y traslado de información de interés, de los parques, espacios públicos y zonas verdes de este municipio, así como valorar su coste, y precios de referencia.",['22459100.0'],https://contrataciondelestado.es/wps/wcm/connect/6d557eb0-68bc-427b-96ed-9a48617e011c/DOC20220811100042MEMORIA+JUSTIFICATIVA.PDF?MOD=AJPERES
2124,2124,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221030_040044.atom,413,"Trabajo de diseño de imagen y aplicación a cartel A3, tarjetón de 15x21cms, y archivos para redes sociales.
Suministro de trofeos para primer y segundo clasificado en torneo de pin-pon; además de trofeos para ganadores y finalistas del torneo de zanga",['39298700.0'],https://contrataciondelestado.es/wps/wcm/connect/cecd9035-ed4f-40df-b5d9-ad59bf2e1d04/DOC20220929110504INFORME+DE+NECESIDAD.pdf?MOD=AJPERES
2125,2125,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221030_040044.atom,383,"Instalación de un tabique divisorio formado por mamparas ciegas con vidrio en la parte superior, así como la demolición de un segmento del tabique modular existente para instalar una mampara ciega con su correspondiente puerta.",['45421152.0'],https://contrataciondelestado.es/wps/wcm/connect/605c748d-ebe9-4e7e-9b4c-7dd356a90542/DOC20220926100335Memoria+Justificativa.pdf?MOD=AJPERES
2127,2127,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221101_040049_3.atom,204,"ESENGRA.- Contrato menor de un Suministro cuyo objeto es la adquisición, transporte, instalación y puesta en funcionamiento de equipos para la cocina/lavandería de dotación de la Escuela de Especialidades de la Estación Naval de la Graña (ESENGRA).","['[39314000, 42718100]']",https://contrataciondelestado.es/wps/wcm/connect/b5f79880-1b21-49d7-b1e6-ba1fefd1f0f6/DOC20221005120717NO+PROCEDE+PCAP.pdf?MOD=AJPERES
2133,2133,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_4.atom,224,"Es objeto del presente contrato la realización de varios estudios geotécnicos claramente definidos en diferentes lugares de interés para la infraestructura hidráulica del Consejo Insular de Aguas, con la ejecución de varias actuaciones dentro de los trabajos, como son: Sondeos de perforación a rotación, pruebas de penetración, informes geotécnicos finales y pruebas de parámetros varios como Granulometrías de Suelo por Tamizado, Límites de Atterberg, Contenido en Sulfatos en suelos, Resistencia a compresión en Roca y Densidad aparente - porosidad abierta",['71332000.0'],https://contrataciondelestado.es/wps/wcm/connect/d8627883-c79a-49bd-bbcc-d39442ad7de6/DOC20221102180033Resolucion+DECRETO+70.pdf?MOD=AJPERES
2134,2134,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_3.atom,131,"Es objeto del presente contrato menor el asesoramiento para obtener como resultado los documentos necesarios para la propuesta y aprobación de las ordenanzas fiscales que permitan regular y establecer las tasas, cánones y precios públicos, derivados principalmente de: la gestión del dominio público hidráulico, los servicios administrativos, el asesoramientos o servicios técnicos, y la venta de agua del Consejo Insular de Aguas de El Hierro.",['71356200.0'],https://contrataciondelestado.es/wps/wcm/connect/0d8df31f-a267-4839-a5a3-97fabe3a5e70/DOC20221103095117Resolucion+DECRETO+76.pdf?MOD=AJPERES
2135,2135,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_3.atom,109,mesa 3 dentro del taller la importancia de las políticas de igualdad en las empresas y mesa 3 dentro del taller prevención de riesgos laborales en las nuevas formas de movilidad. pacto local por el empleo,"['[80000000, 80500000]']",https://contrataciondelestado.es/wps/wcm/connect/6eeba92b-ab6b-40b0-8f35-8a9046fbba4e/DOC20221019125046INFORME+118+AICA.pdf?MOD=AJPERES
2136,2136,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_3.atom,68,"Designar procuradora de los tribunales para la representación del Consejo Insular de Aguas de El Hierro en los procedimientos ordinarios en materia de aguas, promovidos por diversas Comunidades de Aguas, tramitados en el Juzgado de lo Contencioso-Administrativo de Santa Cruz de Tenerife.",['79112100.0'],https://contrataciondelestado.es/wps/wcm/connect/73553e4a-9be7-4921-ab6a-5b0d6b7fccba/DOC20221103100711Resolucion+DECRETO+90.pdf?MOD=AJPERES
2137,2137,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_2.atom,497,"Designar abogado para la defensa del Consejo Insular de Aguas de El Hierro en los procedimientos ordinarios en materia de aguas, promovidos por diversas Comunidades de Aguas, tramitados en el Juzgado de lo Contencioso-Administrativo de Santa Cruz de Tenerife.",['79112000.0'],https://contrataciondelestado.es/wps/wcm/connect/990eff9b-f313-4cab-aee7-cefc34a5c87f/DOC20221103103056Resolucion+DECRETO+87.pdf?MOD=AJPERES
2138,2138,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_2.atom,443,"El objeto la realización del Suministro de una pizarra digital para órganos colegiados, dentro de la Estrategia de Desarrollo Urbano Sostenible e  integrado, EDUSI EL EJIDO SOSTENIBLE 2020, Cofinanciada en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER), en el Marco del Programa Operativo Plurirregional de España (POPE) 2014 - 2020, en los términos que se concretan en el presente pliego y en el Pliego de Prescripciones Técnicas.",['30200000.0'],https://contrataciondelestado.es/wps/wcm/connect/7a180a6f-817f-4894-a493-0cfee19c819b/DOC20220914083819PCAP.pdf?MOD=AJPERES
2140,2140,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_1.atom,332,"El objeto del contrato corresponde a los servicios de limpieza de las instalaciones donde desarrolla su actividad el Consejo Insular de Aguas actualmente, situadas en la Calle Constitución, nº27, con una dedicación de seis (6) horas semanales en el servicio, repartidos en 3 días alternos, siempre fuera del horario normal de trabajo en oficina para que no interceda en el normal funcionamiento del Organismo. (7:45 a 15:15), así como la reposición de algunos elementos de uso cotidiano de aseo en baño y papeleras.",['90919200.0'],https://contrataciondelestado.es/wps/wcm/connect/6cb84bff-4a38-4671-ad42-894983d97ad5/DOC20221103133305Resolucion+DECRETO+105.pdf?MOD=AJPERES
2144,2144,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137_1.atom,100,"Contrato del servicio de ingeniería para la dirección de obra y coordinación de seguridad y salud laboral en las obras terminación del 2º ramal de conducción de transporte de agua potable al Parque de Desarrollo Industrial Norte de Extremadura, desde el municipio de Navalmoral de la Mata (Cáceres).",['71300000.0'],https://contrataciondelestado.es/wps/wcm/connect/8209728a-704c-4429-acb6-c916960d58a7/DOC20221020123359FEI22+020+PCAP.pdf?MOD=AJPERES
2145,2145,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137.atom,356,"Instalación de hitos de amojonamiento en el perímetro exterior del monte de utilidad pública número 145, denominado ""Arba y Vista de Arba"", propiedad de la mancomunidad de Luna y sus aldeas y sito en el término municipal de Luna (Zaragoza)",['77200000.0'],https://contrataciondelestado.es/wps/wcm/connect/2473fc80-dbd7-4e26-9a64-6c2a7f8c1e6d/DOC20220831124024ZF21157_ClausulasAdmin.pdf?MOD=AJPERES
2146,2146,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221104_111137.atom,228,"Suministro de material variado para policía local: ordenador completo con impresora e instalación, Botiquín Suministro de material variado para policía local: ordenador completo con impresora e instalación Botiquín, Kit de atestados, Sonómetro, SJ Cam, Kit de atestados. ","['[30200000, 35200000]']",https://contrataciondelestado.es/wps/wcm/connect/2b554363-8bfc-4a87-893e-a0275ed4ce70/DOC20221019204958peticion+de+oferta.pdf?MOD=AJPERES
2147,2147,contratosMenoresPerfilesContratantes_2022.zip,contratosMenoresPerfilesContratantes_20221105_040056.atom,465,Servicio de ingeniería para la dirección de obra y coordinación de seguridad y salud laboral en fase de ejecución en las obras de desvío de línea aérea de M.T. y nueva red de distribución de B.T. correspondiente a la reparcelación de la 2ª fase del polígono industrial “la Dehesilla” de Trujillo (Cáceres).,['71334000.0'],https://contrataciondelestado.es/wps/wcm/connect/ea33debc-2d14-4b3e-985e-c9858fbaf8b1/DOC20221017124702FEI22+019+PCAP.pdf?MOD=AJPERES
